路径ID,路径名称,分数下限,分数上限,事件ID,动作类型,路径点索引,对话内容,动画名称,循环动画,显示时间,延迟时间,停留时间,手势类型,分数影响,覆盖前一动作,是否活跃,事件起始点,事件结束点
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,100,而非和你们一样束缚于此动弹不得！,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,101,然而既然化身阴影又如何能重归光明？,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,102,该死的家伙！阴影！,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,103,放开我！,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,104,……,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,105,（晕倒）,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,106,……那是……恶龙？？？！,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,107,…………,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,108,……,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,109,正如传说中的那样，,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,110,恶龙没有瞳孔与口鼻，,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,111,它就那样直接降临在了王国！,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,112,守护者啊，,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,113,你还是那么言不由衷。,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,114,这一点我早已料到，,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,115,只是被应验时还是悲从心起。,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,116,钟声再次敲响，,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,117,时间再次到达终点；,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,118,这一次我们又将何去何从？,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,119,新的诗篇亟待吟诵。,,False,2,0,0,,,True,True,,
g1,GoosePath1,0,100,PATH_ACTION,PATH_ACTION,126,,,False,2,0.5,0,,,True,True,,
